iter num.topics likelihood alpha gamma
4398 2 -3154.52 0.06237 0.197494
4399 2 -3142.75 0.0907343 0.0991293
4400 2 -3197.49 0.116137 0.247226
4401 2 -3221.59 0.111267 0.114756
4402 2 -3161.64 0.119709 0.0823886
4403 2 -3170.35 0.0911642 0.340629
4404 2 -3128.64 0.0621035 0.195688
4405 2 -3133.59 0.0349673 0.338978
4406 2 -3084.32 0.0419587 0.357463
4407 2 -3090.14 0.0202514 0.420392
4408 2 -3062.65 0.0291617 0.0475962
4409 2 -3028.79 0.0235847 0.335354
4410 2 -3025.82 0.0156524 0.174543
4411 2 -3016.11 0.00576387 0.164715
4412 2 -3012.61 0.0109164 0.403149
4413 2 -3021.63 0.0124514 0.0876633
4414 2 -3006.18 0.0149285 0.62123
4415 2 -3002.37 0.0096579 0.309657
4416 2 -3006.01 0.0124443 0.059902
4417 2 -3025.49 0.0219767 0.0802641
4418 2 -3027.41 0.0180892 0.16782
4419 2 -3028.39 0.0210496 0.103341
4420 2 -3033.92 0.0243029 0.206706
4421 2 -3047.71 0.0385804 0.10193
4422 2 -3053.61 0.026934 0.157358
4423 2 -3082.67 0.0475548 0.208494
4424 2 -3082.49 0.06124 0.0992279
4425 2 -3074.81 0.0296078 0.568427
4426 2 -3090.9 0.0524509 0.274919
4427 2 -3081.73 0.03062 0.529034
4428 2 -3068.93 0.0448921 0.130252
4429 2 -3102.79 0.0443058 0.161237
4430 2 -3091.01 0.0411347 0.448545
4431 2 -3103.14 0.0405417 0.137683
4432 2 -3084.26 0.045382 0.355492
4433 2 -3073.72 0.0291684 0.0609127
4434 2 -3066.63 0.0292074 0.18479
4435 2 -3036.75 0.00856648 0.0570672
4436 2 -3020.17 0.0239105 0.497947
4437 2 -3034.08 0.0130848 0.629184
4438 2 -3023.5 0.0119549 0.278439
4439 2 -3023.06 0.00584145 0.136787
4440 2 -3014.38 0.0218246 1.06401
4441 2 -3032.74 0.0108287 0.438993
4442 2 -3018.04 0.0198319 0.233744
4443 2 -3024.27 0.0180614 0.0568516
4444 2 -3055.05 0.0346856 0.44802
4445 2 -3049.66 0.0220993 0.167808
4446 2 -3046.02 0.0159476 0.149914
4447 2 -3031.09 0.0084391 0.245325
4448 2 -3022.97 0.0111482 0.418866
4449 2 -3025.82 0.0210219 0.086134
4450 2 -3029.83 0.0122667 0.247929
4451 2 -3019.79 0.00637694 0.311528
4452 2 -3015.85 0.00635517 0.206156
4453 2 -3026.77 0.0294554 0.496716
4454 2 -3079.91 0.0331379 0.561946
4455 2 -3044.71 0.013894 0.445186
4456 2 -3040.54 0.0226914 0.126699
4457 3 -3068.19 0.0227589 0.484215
4458 3 -3075.58 0.0321975 1.06616
4459 3 -3094.48 0.046667 0.280201
4460 3 -3108.48 0.0475665 0.389476
4461 3 -3099.38 0.0323684 0.884361
4462 3 -3073.02 0.0539758 0.235115
4463 3 -3073.37 0.0357198 0.344875
4464 3 -3093.71 0.0270313 0.24618
4465 3 -3067.07 0.0385624 0.719729
4466 3 -3083.41 0.0575455 0.623924
4467 3 -3110.55 0.0493691 0.50117
4468 3 -3139.99 0.0465196 0.521459
4469 3 -3111.88 0.0367406 0.230576
4470 3 -3093.99 0.0492493 0.439139
4471 3 -3060.43 0.0208112 0.447509
4472 3 -3075.61 0.04476 0.873405
4473 3 -3083.29 0.0409773 0.555726
4474 3 -3049.02 0.0236846 1.11318
4475 3 -3036.13 0.0201553 0.555875
4476 3 -3021.22 0.0206478 0.168698
4477 3 -3017.71 0.0136855 0.099734
4478 3 -3023.11 0.0143814 0.693407
4479 3 -3018.54 0.0138739 0.294054
4480 3 -3039.77 0.0336645 0.472854
4481 3 -3052.88 0.0173782 0.218651
4482 3 -3042.35 0.0154376 0.563949
4483 3 -3051.63 0.029696 0.828441
4484 3 -3037.21 0.0166079 0.333499
4485 3 -3051.79 0.016014 0.712535
4486 3 -3045.44 0.0234689 0.226188
4487 3 -3059.65 0.0246715 0.302251
4488 3 -3047.65 0.0239907 0.318814
4489 3 -3058.07 0.0255831 0.389667
4490 3 -3091.57 0.0243651 0.303052
4491 3 -3066.26 0.0232744 0.393693
4492 3 -3041.52 0.0155127 0.496558
4493 3 -3015.48 0.0194238 0.588713
4494 3 -3040.68 0.0129991 0.445741
4495 3 -3019.78 0.0194321 0.359581
4496 3 -3077.4 0.0287559 0.203734
4497 4 -3099.63 0.0458024 0.474904
4498 4 -3112.49 0.0542688 0.444988
4499 3 -3086.66 0.0398677 0.180577
4500 3 -3082.9 0.0376422 0.394757
4501 3 -3094.03 0.0329093 0.747101
4502 3 -3046.81 0.015795 0.131931
4503 3 -3045.88 0.0231162 0.697117
4504 3 -3060.3 0.0156904 0.122173
4505 3 -3041.95 0.0122656 0.288962
4506 3 -3042.99 0.0214191 0.774788
4507 3 -3030.58 0.0223507 0.591062
4508 3 -3034.54 0.0313289 0.43901
4509 3 -3031.2 0.0143239 0.394062
4510 3 -3015.44 0.00939306 0.386427
4511 3 -3016.27 0.00667947 0.314286
4512 3 -3013.88 0.0146147 0.617973
4513 3 -3015.89 0.0170564 0.208227
4514 3 -3028.74 0.0135848 0.377358
4515 3 -3034.85 0.016524 0.128089
4516 3 -3028.19 0.015905 0.257976
4517 3 -3020.24 0.00964118 0.740606
4518 3 -3010.14 0.0144382 0.944309
4519 3 -3027.07 0.00943323 0.272748
4520 3 -3024.87 0.0200832 0.741661
4521 3 -3028.43 0.0130944 0.225052
4522 3 -3012.9 0.0129251 0.87983
4523 3 -3009.37 0.0107718 0.35541
4524 3 -3031.12 0.0215484 0.523291
4525 3 -3053.82 0.0276863 0.18241
4526 3 -3037.04 0.0169429 0.447439
4527 3 -3049.76 0.0254243 0.446773
4528 3 -3091.59 0.041442 0.338122
4529 3 -3100.44 0.029451 0.304416
4530 3 -3093.9 0.0270954 0.551618
4531 3 -3073.8 0.0282394 0.252241
4532 3 -3064.49 0.0243959 0.705186
4533 3 -3068.05 0.0276804 0.753302
4534 3 -3098.54 0.0223525 0.689731
4535 3 -3083.2 0.0231126 0.627081
4536 3 -3057.66 0.0176397 0.469845
4537 3 -3034.42 0.0115506 0.509297
4538 3 -3012.95 0.00868722 0.489697
4539 3 -3007.75 0.0102215 0.585159
4540 3 -3016.71 0.00814917 1.05936
4541 3 -3026.72 0.0137774 0.40706
4542 3 -3022.93 0.00768396 0.499709
4543 3 -3015.12 0.0139504 1.16915
4544 3 -3029.85 0.00938634 1.6754
4545 3 -3032.26 0.0107656 0.122764
4546 3 -3042.15 0.0167018 0.263447
4547 3 -3028.93 0.0141527 0.924558
4548 3 -3045.56 0.0259858 0.681273
4549 3 -3051.05 0.0159846 0.172084
4550 3 -3058.65 0.0301645 0.256608
4551 3 -3057.52 0.0446997 0.476186
4552 3 -3081.77 0.0444692 0.290248
4553 3 -3094.79 0.0322637 0.412338
4554 3 -3115.33 0.0429309 0.421092
4555 3 -3088.15 0.034288 0.131558
4556 3 -3068.96 0.035497 0.210085
4557 3 -3050.35 0.0244702 0.922021
4558 3 -3010.2 0.0117436 0.243575
4559 3 -3001.8 0.0143621 0.520784
4560 3 -3004.05 0.0147792 0.360452
4561 3 -3005.54 0.0144653 0.389814
4562 3 -2986.44 0.00258327 0.489394
4563 3 -2991.06 0.00116005 0.114239
4564 3 -2992.44 0.0124015 0.348265
4565 3 -2999.84 0.010689 0.152624
4566 3 -3011.38 0.00943265 0.0453984
4567 3 -3000.94 0.00691197 0.324056
4568 3 -2999.8 0.0103335 0.444348
4569 3 -3027.45 0.0118587 0.122066
4570 3 -3022.22 0.0069891 0.96605
4571 3 -3038.34 0.0166013 0.231941
4572 3 -3018.3 0.0160519 0.305852
4573 3 -3000.14 0.00556559 0.90466
4574 3 -2994.92 0.00550407 0.192401
4575 3 -3004.65 0.0100169 0.527144
4576 3 -3020.46 0.0201607 0.231969
4577 3 -3056.96 0.0440167 0.80773
4578 3 -3066.83 0.0300186 1.31064
4579 3 -3056.18 0.0290326 0.450819
4580 4 -3054.57 0.0192919 0.728828
4581 3 -3028.06 0.0147788 1.97742
4582 3 -3051.96 0.0228205 0.746597
4583 3 -3044.68 0.0284837 0.223522
4584 3 -3053.64 0.0307217 0.874891
4585 3 -3075.28 0.0287186 0.34834
4586 3 -3076.99 0.029438 0.193716
4587 3 -3092.02 0.0391617 0.18309
4588 3 -3079.88 0.0558859 0.673123
4589 3 -3098.34 0.0498314 0.845401
4590 3 -3120.02 0.0438043 0.305284
4591 3 -3069.08 0.0337027 0.225414
4592 3 -3069.55 0.0291044 0.477451
4593 3 -3108.86 0.0355089 1.22237
4594 3 -3159.08 0.068094 0.987685
4595 3 -3155.94 0.0910522 0.197314
4596 3 -3165.08 0.0936056 0.574117
4597 3 -3147.2 0.0601266 0.264446
4598 3 -3103.63 0.0448212 0.410652
4599 3 -3071.02 0.023822 0.268614
4600 3 -3063.34 0.0162314 1.07198
4601 2 -3025.58 0.0281313 0.329014
4602 2 -3041.87 0.0197141 0.0946651
4603 2 -3035.36 0.0193833 0.441685
4604 2 -3057.61 0.0328792 0.394496
4605 2 -3056.45 0.0290113 0.506921
4606 2 -3035.65 0.0198255 0.213449
4607 2 -3029.67 0.0253364 0.110746
4608 2 -3033.58 0.0230616 0.165729
4609 2 -3039.51 0.0173547 0.311944
4610 2 -3034.35 0.0312722 0.628198
4611 2 -3046.44 0.0314109 0.209102
4612 2 -3076.73 0.0279719 0.15975
4613 2 -3075.26 0.0390713 0.230632
4614 2 -3061.19 0.0237478 0.623451
4615 2 -3079.02 0.0363608 0.50914
4616 2 -3078.3 0.0376892 0.207101
4617 2 -3083.13 0.0467996 0.125021
4618 2 -3108.25 0.0634158 0.0666094
4619 2 -3138.57 0.0637555 0.231306
4620 2 -3125.12 0.0537091 0.387231
4621 2 -3117.78 0.0578438 0.243714
4622 2 -3134.22 0.0576507 0.295587
4623 3 -3126.07 0.0447669 0.641755
4624 3 -3151.9 0.069937 0.647279
4625 2 -3127.58 0.0662705 0.225139
4626 2 -3119.09 0.0686295 0.444131
4627 2 -3129.78 0.0563796 0.0770311
4628 2 -3125.43 0.0562735 0.149434
4629 2 -3130.81 0.0431099 0.0521
4630 2 -3106.21 0.0311112 0.194187
4631 2 -3084.51 0.0223589 0.225196
4632 2 -3048.58 0.0217395 0.323428
4633 2 -3056.69 0.0305188 1.22639
4634 2 -3079.39 0.0325371 0.0532548
4635 2 -3069.06 0.0329205 0.152477
4636 2 -3102.01 0.054693 0.396808
4637 2 -3117.29 0.0901754 0.733787
4638 2 -3140 0.0679666 0.271766
4639 2 -3130.67 0.078202 0.266429
4640 2 -3182.77 0.0819058 0.389637
4641 2 -3187.72 0.0825104 0.145662
4642 2 -3165.67 0.0764509 0.205747
4643 2 -3161.38 0.0548652 0.559168
4644 2 -3103.23 0.0582616 0.373057
4645 2 -3099.02 0.0493469 0.234409
4646 2 -3078.08 0.027916 0.281615
4647 2 -3076.92 0.0314355 0.155616
4648 2 -3097.63 0.0331267 0.29144
4649 2 -3089.31 0.0321748 0.194495
4650 3 -3105.07 0.0314051 0.250487
4651 2 -3095.43 0.0377797 0.501887
4652 2 -3088.47 0.0349923 0.342621
4653 2 -3092.82 0.0371754 0.898302
4654 2 -3076.86 0.0413172 0.0938344
4655 2 -3083.11 0.0534691 0.466259
4656 2 -3107.11 0.0546511 0.687709
4657 2 -3075.82 0.0407193 0.112948
4658 2 -3073.6 0.0277689 0.495365
4659 2 -3050.5 0.0389962 0.33747
4660 2 -3089 0.0425211 0.291083
4661 2 -3041.47 0.0412027 0.474165
4662 2 -3082.86 0.0443082 0.635281
4663 2 -3080.52 0.0412855 0.180177
4664 2 -3091.66 0.0474342 0.292715
4665 2 -3077.99 0.0400579 0.342682
4666 2 -3112.83 0.0559751 0.0386995
4667 2 -3120.24 0.0640684 0.101196
4668 2 -3101.64 0.0591929 0.575477
4669 2 -3127.13 0.0680442 0.200449
4670 2 -3119.37 0.0611379 0.268263
4671 2 -3092.4 0.0512912 0.424142
4672 2 -3115.57 0.0543061 0.0909586
4673 2 -3097.78 0.031973 1.25206
4674 2 -3081.41 0.0395991 0.259365
4675 2 -3068.07 0.0274587 0.614305
4676 2 -3072.75 0.0212688 0.218404
4677 2 -3080.65 0.0221973 0.576063
4678 2 -3055.42 0.0246637 0.446202
4679 2 -3068.66 0.0442441 0.306212
4680 2 -3067.79 0.025305 0.0941303
4681 2 -3028.63 0.0204892 0.221763
4682 2 -3019.22 0.0209559 0.262381
4683 2 -3029.18 0.0241467 0.320149
4684 2 -3010.44 0.0142593 0.338075
4685 2 -3003.76 0.011587 0.168868
4686 3 -3022.46 0.0148001 1.43034
4687 3 -3037.64 0.0217458 0.857947
4688 3 -3063.68 0.0286145 0.775892
4689 2 -3082.31 0.0346054 0.0669075
4690 2 -3072.67 0.0266895 0.416543
4691 2 -3047 0.0142627 0.193998
4692 2 -3025.5 0.0133053 0.258408
4693 2 -3018.83 0.0062179 0.460017
4694 2 -3007.14 0.00768715 0.0237738
4695 2 -3003.76 0.00872032 0.541102
4696 2 -3010.84 0.0200191 0.188725
4697 2 -3026.42 0.0194789 0.516303
4698 2 -3014.54 0.0162305 0.347673
4699 2 -3010.92 0.0193957 0.598714
4700 2 -3022.7 0.0111065 0.383923
4701 2 -3021.23 0.0122555 0.988616
4702 2 -3038.5 0.0176416 0.349268
4703 2 -3029.71 0.0147175 0.127195
4704 2 -3025.12 0.0169769 0.36307
4705 2 -3048.98 0.0175027 0.254753
4706 2 -3053.2 0.0286991 0.651732
4707 2 -3077.09 0.031942 0.0331385
4708 2 -3067.03 0.0228383 0.7482
4709 2 -3058.37 0.0468237 0.173994
4710 2 -3087.34 0.0425973 0.388526
4711 2 -3065.69 0.016175 0.105569
4712 2 -3034.8 0.0183303 0.32213
4713 2 -3017.31 0.0044394 0.492027
4714 2 -3010.3 0.00935728 0.342129
4715 2 -3010.35 0.00319739 0.164694
4716 2 -2999.89 0.0105918 0.138124
4717 2 -3020.58 0.0151332 0.145809
4718 2 -3006.77 0.00936507 0.367547
4719 2 -3006.93 0.0164109 0.26928
4720 2 -3024.94 0.0266725 0.179829
4721 2 -3024.98 0.0149759 0.212706
4722 2 -3025.55 0.0206661 0.620773
4723 2 -3015.73 0.00842488 0.408125
4724 2 -2992.28 0.00128057 1.24138
4725 2 -2989.33 0.000782826 0.753885
4726 2 -2978.94 0.00246911 0.509237
4727 2 -2977.63 0.00102584 0.346673
4728 2 -2978.14 0.00277677 0.213485
4729 2 -2978.43 0.00229791 0.3976
4730 2 -2989.2 0.00623051 0.0815699
4731 2 -3001.9 0.0113004 0.192702
4732 2 -3021.18 0.0125686 0.0653833
4733 2 -3024.24 0.0184015 0.319759
4734 2 -3036.8 0.0142905 0.0608973
4735 2 -3050 0.0384465 0.239216
4736 2 -3052.49 0.0303006 0.909591
4737 2 -3030.44 0.019768 1.0433
4738 2 -3011.01 0.00840022 0.388614
4739 2 -3025.99 0.0133819 0.169182
4740 2 -3029.21 0.0161677 0.389004
4741 2 -3033.88 0.0165838 0.168732
4742 2 -3018.53 0.00495905 0.53174
4743 2 -3008.92 0.00514289 0.0571617
4744 2 -3005.01 0.00794847 0.0837384
4745 2 -3018.09 0.00790709 0.55241
4746 2 -3032.64 0.0105977 0.451451
4747 2 -3008.55 0.0111819 0.178444
4748 2 -3005.36 0.0128159 0.341486
4749 2 -3009.98 0.00816696 0.40197
4750 2 -3003.74 0.00775608 0.645044
4751 2 -3024.11 0.0233325 0.439548
4752 2 -3030.08 0.0163082 0.360826
4753 2 -3016.53 0.0116705 0.119566
4754 2 -3020.27 0.0215593 0.100137
4755 2 -3048.06 0.0386074 0.37163
4756 2 -3063.76 0.0643802 0.129919
4757 2 -3151.04 0.0602325 0.351431
4758 2 -3105.28 0.0462038 0.394009
4759 2 -3088.88 0.0563593 0.643143
4760 2 -3084.16 0.0525439 0.0563682
4761 2 -3091.1 0.0390275 0.126939
4762 2 -3062.02 0.0260909 0.0114421
4763 2 -3036.5 0.0241044 0.311449
4764 2 -3062.61 0.0202854 0.36485
4765 2 -3049.22 0.0298657 0.173782
4766 2 -3049.92 0.0168768 0.099144
4767 2 -3034.72 0.0175025 0.332675
4768 2 -3046.41 0.019426 0.279051
4769 2 -3023.37 0.00716781 0.181563
4770 2 -3012.79 0.00669696 0.261209
4771 2 -3023.86 0.00845343 0.0652243
4772 2 -3018.25 0.0106122 0.189201
4773 2 -3047.5 0.0141285 0.183936
4774 2 -3045.18 0.0208607 0.306191
4775 2 -3053.19 0.0111798 0.126368
4776 2 -3052.51 0.0266711 0.212163
4777 2 -3077.33 0.0173804 0.288224
4778 2 -3060.82 0.0238911 0.352678
4779 2 -3038.35 0.0129835 0.158299
4780 2 -3034.66 0.0152343 0.296282
4781 2 -3036.59 0.0210982 0.250947
4782 2 -3033.74 0.00917171 0.392884
4783 2 -3040.04 0.0206343 0.367018
4784 2 -3045.16 0.0147775 0.149579
4785 2 -3044.93 0.017022 0.294079
4786 2 -3048.22 0.0203938 0.135419
4787 2 -3078.73 0.0450347 0.13052
4788 2 -3126.31 0.0664229 0.710905
4789 2 -3126.91 0.0732766 0.15752
4790 2 -3148.22 0.0873901 0.27679
4791 2 -3158.07 0.10986 0.119111
4792 2 -3192.96 0.153968 0.351504
4793 2 -3220.57 0.109705 0.216595
4794 2 -3169.69 0.0695 0.0851725
4795 2 -3167.15 0.0779217 0.385374
4796 2 -3167.42 0.0833963 0.218779
4797 2 -3146.73 0.0490892 0.139235
4798 2 -3167.63 0.0606349 0.52888
4799 2 -3129.02 0.0531015 0.168604
4800 2 -3122.79 0.0659805 0.100993
4801 2 -3110.09 0.0547621 0.407198
4802 2 -3099.63 0.0466715 0.937369
4803 2 -3066.59 0.0468851 0.0832644
4804 2 -3078 0.0477875 0.257097
4805 2 -3111.07 0.0817375 0.329009
4806 2 -3144.74 0.0846815 0.250521
4807 2 -3156.62 0.0776873 0.124778
4808 2 -3169.48 0.0796645 0.368665
4809 2 -3170.12 0.0462673 0.212117
4810 2 -3155.76 0.0738508 0.12625
4811 2 -3165.7 0.0673815 0.155234
4812 2 -3153.02 0.0740973 0.340501
4813 2 -3167.48 0.0760662 0.104056
4814 2 -3176.8 0.10303 0.0445755
4815 2 -3209.54 0.113534 0.177988
4816 2 -3203.32 0.106566 0.725384
4817 2 -3196.08 0.129531 0.373182
4818 2 -3213.11 0.120102 0.209435
4819 2 -3211.53 0.11892 0.179441
4820 2 -3206.78 0.10013 0.209266
4821 2 -3221.72 0.110217 0.395508
4822 2 -3196.84 0.0951459 0.27043
4823 2 -3212.72 0.0861264 0.358558
4824 2 -3149.97 0.0759204 1.02294
4825 2 -3151.76 0.0974219 0.248503
4826 2 -3162.48 0.0666004 0.0519208
4827 2 -3163.87 0.0787767 0.610257
4828 2 -3148.97 0.0548225 0.520563
4829 2 -3142.79 0.0597335 0.399537
4830 2 -3134.42 0.0476523 0.145562
4831 2 -3130.05 0.0756489 0.0166498
4832 2 -3153.02 0.0780137 0.112045
4833 2 -3127.59 0.0666361 0.376304
4834 2 -3178.52 0.102419 0.812287
4835 2 -3223.38 0.153204 0.135431
4836 2 -3240.97 0.122644 0.487489
4837 2 -3244.63 0.135469 0.433153
4838 2 -3247.8 0.140422 0.142476
4839 2 -3255.69 0.189213 0.50539
4840 2 -3277.06 0.163051 1.2906
4841 2 -3283.72 0.196871 0.212413
4842 2 -3308.06 0.217357 0.288207
4843 2 -3291.01 0.144697 0.298953
4844 2 -3252.06 0.14749 0.0816442
4845 2 -3266.1 0.166116 0.0549093
4846 2 -3318.31 0.206349 0.406924
4847 2 -3291.62 0.150304 0.412618
4848 2 -3309.33 0.174307 0.177049
4849 2 -3327.08 0.179898 0.256961
4850 2 -3364.09 0.223571 0.152412
4851 2 -3340.95 0.200453 0.210221
4852 2 -3337.55 0.197874 0.158614
4853 2 -3349.83 0.209481 0.18947
4854 2 -3288.6 0.208588 0.150902
4855 2 -3328.57 0.248926 0.175459
4856 2 -3373.55 0.277578 0.0744233
4857 2 -3360.52 0.244686 0.317119
4858 2 -3417.17 0.285402 0.329158
4859 2 -3351.34 0.240417 0.538937
4860 2 -3384.3 0.248 0.207081
4861 2 -3397.91 0.214701 0.230936
4862 2 -3350.77 0.216269 0.0104504
4863 2 -3378.02 0.201331 0.209306
4864 2 -3403.46 0.249931 0.225555
4865 2 -3373.2 0.291151 0.42648
4866 2 -3374.05 0.211558 0.286912
4867 2 -3308.3 0.172929 0.872995
4868 2 -3308.15 0.15707 0.593468
4869 2 -3320.27 0.17779 0.0580609
4870 2 -3327.85 0.185544 0.0350853
4871 2 -3293.92 0.156649 0.637435
4872 2 -3298.65 0.13459 0.362401
4873 2 -3258.81 0.146283 0.363962
4874 2 -3286.27 0.156852 0.0491809
4875 2 -3274.76 0.137866 0.230047
4876 2 -3272.04 0.120478 0.269822
4877 2 -3277.38 0.122526 0.0664358
4878 2 -3251.44 0.0956355 0.129815
4879 2 -3273.83 0.136709 0.262347
4880 2 -3289.96 0.16739 0.43298
4881 2 -3261.85 0.161146 0.0703725
4882 2 -3246.5 0.142606 0.419628
4883 2 -3246.29 0.100707 0.224746
4884 2 -3206.73 0.101659 0.19101
4885 2 -3238.76 0.113062 0.40827
4886 2 -3234.39 0.106323 0.420674
4887 3 -3203.26 0.0790124 0.31707
4888 2 -3167.21 0.0836096 0.646987
4889 2 -3154.26 0.0728747 0.192845
4890 2 -3151.62 0.0544298 0.151897
4891 2 -3136.87 0.0490304 0.12962
4892 2 -3099.05 0.0398346 0.337485
4893 2 -3070.16 0.0400122 0.31705
4894 2 -3081.74 0.0367157 1.26158
4895 2 -3065.92 0.0479912 0.197919
4896 2 -3078.94 0.0337413 0.196303
4897 2 -3085.9 0.0392336 0.083958
4898 2 -3091.39 0.0548273 0.163482
4899 2 -3082.5 0.0577186 0.0978052
4900 2 -3065.66 0.042405 0.435483
4901 2 -3054.66 0.0377645 0.121247
4902 2 -3024.19 0.0155636 0.182965
4903 2 -3044.71 0.0137205 0.420051
4904 2 -3023.32 0.0201217 0.647459
4905 2 -3017.07 0.0105309 0.0352241
4906 2 -3011.23 0.0109478 0.258772
4907 2 -3017.57 0.0146527 0.311569
4908 2 -3034.39 0.0258409 0.405951
4909 2 -3045.29 0.0310405 0.213683
4910 2 -3040.01 0.0190827 0.0666958
4911 3 -3075.96 0.0248318 0.220048
4912 3 -3059.11 0.0232851 0.672403
4913 2 -3027.99 0.0154568 0.698793
4914 2 -3018.72 0.0165746 0.455465
4915 2 -3039.39 0.0149357 0.0582688
4916 2 -3028.95 0.0122627 0.466211
4917 2 -3031.41 0.0190186 0.26945
4918 2 -3068.8 0.0259281 0.395954
4919 2 -3053.16 0.0435109 0.0819455
4920 2 -3049.22 0.0153486 0.498794
4921 2 -3030.8 0.0191945 0.0468665
4922 2 -3028.5 0.0144174 0.0400037
4923 2 -3013.69 0.0138806 0.314579
4924 2 -3007.87 0.00847849 0.323908
4925 2 -3010.1 0.00514791 0.295848
4926 2 -2998.03 0.00406389 0.364425
4927 2 -3000.95 0.00230956 0.573076
4928 2 -2994.45 0.00215276 0.250024
4929 2 -2977.33 0.000938571 0.368061
4930 2 -2978.44 0.00359005 0.310738
4931 2 -2978.4 0.000478225 0.688806
4932 2 -2976.49 0.000170217 0.142093
4933 2 -2977.4 0.00203338 0.179384
4934 2 -2977.45 0.000484086 0.462085
4935 2 -2978.01 0.00189047 0.427331
4936 2 -2980.78 0.00297737 0.9466
4937 2 -2986.67 0.00590118 0.907549
4938 2 -2983.57 0.00336264 0.324711
4939 2 -2979.66 0.00665888 0.13776
4940 2 -2994.85 0.0131939 0.0523409
4941 2 -3003.55 0.00471922 0.177073
4942 2 -2999.82 0.00533382 0.686727
4943 2 -2976.55 0.000295677 0.170609
4944 2 -2977.56 0.00184464 0.300851
4945 2 -2983.4 0.00114265 0.256214
4946 2 -2978.01 0.00258214 0.33245
4947 2 -2984.04 0.00118301 0.437921
4948 2 -2984.87 0.00110985 0.648959
4949 2 -2976.74 4.7032e-05 0.0615357
4950 2 -2982.68 0.00189784 1.46604
4951 2 -2978.4 0.00383792 0.251016
4952 2 -2984.16 0.00100006 0.455121
4953 2 -2978.03 0.00183828 0.441385
4954 2 -2978.84 0.00469505 0.261274
4955 2 -2978.9 0.00150022 0.690822
4956 2 -2977.85 0.000929543 0.508551
4957 2 -2977.09 0.000961757 0.288784
4958 2 -2977.64 0.000511955 0.506174
4959 2 -2977.64 0.000980735 0.447765
4960 2 -2977.83 0.00251481 0.280404
4961 2 -2976.6 0.000208683 0.23785
4962 2 -2979.21 0.00574474 0.1701
4963 2 -2978.01 0.000605845 0.584814
4964 2 -2977.04 0.000676611 0.317907
4965 2 -2983.44 0.00108652 0.271859
4966 2 -2991.22 0.000434553 0.111038
4967 2 -2988.54 0.00228216 0.481382
4968 2 -2989.85 0.00135411 0.290359
4969 2 -2979.44 0.00488294 0.420653
4970 2 -2992.67 0.0146699 0.643633
4971 2 -3007.57 0.0181899 0.255801
4972 2 -3014.94 0.0172142 0.544744
4973 2 -3031.56 0.0279898 0.0771512
4974 2 -3035.54 0.0143375 0.0751708
4975 2 -3005.63 0.00380249 0.473412
4976 2 -2997.79 0.00441794 1.19093
4977 2 -2987.81 0.0110972 0.72034
4978 2 -2992.95 0.0060014 0.679107
4979 2 -2979.01 0.00249 0.604747
4980 2 -2976.67 0.000434227 0.216624
4981 2 -2978.03 0.00178269 0.44687
4982 2 -2983.95 0.00207748 0.472214
4983 2 -2991.63 0.00599347 0.163266
4984 2 -3000.61 0.00892462 0.230142
4985 2 -3003.91 0.00976407 0.384448
4986 2 -3014.79 0.00790434 0.604879
4987 2 -2994.53 0.00944947 0.138446
4988 2 -2992.12 0.00165681 0.129457
4989 2 -2988.97 0.00624518 0.30139
4990 2 -2986.49 0.0105947 0.469685
4991 2 -2996.46 0.0059392 0.295749
4992 2 -2998.32 0.00554554 0.246523
4993 2 -2992.12 0.00409834 0.169257
4994 2 -2978.6 0.0038846 0.0631039
4995 2 -2978.96 0.00284691 0.550327
4996 2 -2989.18 0.00131968 0.239235
4997 2 -2993 0.0106959 0.443136
4998 2 -3011.97 0.0146164 0.256943
4999 2 -3010.45 0.0174666 0.38334
5000 2 -2998.67 0.00938921 0.458283
5001 2 -2994.39 0.0126699 0.23802
5002 2 -3017.35 0.00698382 0.0453035
5003 2 -3001.74 0.0175608 0.185451
5004 2 -3001.59 0.0077115 0.261872
5005 2 -2985.13 0.000586307 0.626197
5006 2 -2985.03 0.00510423 0.579233
5007 2 -2980.95 0.00733563 0.501941
5008 2 -3005.38 0.0215776 0.659117
5009 2 -3010.39 0.00995028 0.145031
5010 2 -2986.9 0.00260954 0.266519
5011 2 -2999.1 0.00601406 0.0557548
5012 2 -3009.01 0.00735398 0.657992
5013 2 -3009.87 0.0132303 0.581529
5014 2 -3023.33 0.01899 0.141168
5015 2 -3017.23 0.0200362 0.133475
5016 2 -3041.45 0.035625 0.180287
5017 2 -3052.62 0.0272218 0.189628
5018 2 -3055.7 0.034687 1.03051
5019 2 -3053.56 0.0378909 0.471556
5020 2 -3043.87 0.0247119 0.541435
5021 2 -3073.82 0.0412595 0.148244
5022 2 -3068.39 0.0320545 0.467081
5023 2 -3072.03 0.0275537 0.684111
5024 2 -3058.91 0.0254336 0.378566
5025 2 -3058.75 0.0208229 0.509059
5026 2 -3047.56 0.0105263 0.0965331
5027 2 -3049.41 0.0294179 0.97588
5028 2 -3081.08 0.0511762 0.212262
5029 2 -3097.35 0.0417828 0.041959
5030 2 -3117.2 0.0581213 0.549527
5031 2 -3097.21 0.045335 1.12924
5032 2 -3117.33 0.0313625 0.220043
5033 2 -3084.66 0.0352808 1.39889
5034 2 -3094.9 0.060931 0.250254
5035 2 -3098.13 0.0393387 0.521074
