iter num.topics likelihood alpha gamma
2161 2 -3123.41 0.0419831 0.0374054
2162 2 -3124.05 0.0693596 0.249959
2163 2 -3162.15 0.0625716 0.222551
2164 2 -3182.47 0.0705219 0.404697
2165 2 -3171.07 0.0626423 2.31128
2166 2 -3150.94 0.0864727 0.131756
2167 2 -3152.04 0.0688766 0.466691
2168 2 -3091.66 0.0500194 0.227853
2169 2 -3132.46 0.07194 0.0663512
2170 2 -3187.78 0.0744845 0.323777
2171 2 -3145.92 0.078259 0.155194
2172 2 -3168.24 0.103821 0.742725
2173 2 -3183.14 0.102841 0.14773
2174 2 -3162.45 0.0993928 0.157883
2175 2 -3146.79 0.099603 0.212915
2176 2 -3176.05 0.107453 0.157668
2177 2 -3187.68 0.0914992 0.251379
2178 2 -3170.79 0.0769597 0.879279
2179 2 -3192.29 0.0884133 0.836317
2180 2 -3172.2 0.085244 0.475635
2181 2 -3167.01 0.0662376 0.230683
2182 2 -3164.51 0.0598169 0.416227
2183 2 -3167.88 0.115654 0.381411
2184 2 -3223.23 0.120507 0.376425
2185 2 -3165.62 0.0954975 0.274905
2186 2 -3179.6 0.121036 0.112595
2187 2 -3192.76 0.125461 0.261605
2188 2 -3201.14 0.13033 0.288562
2189 2 -3172.3 0.0926082 0.388102
2190 2 -3137.88 0.0740949 0.120774
2191 2 -3185.62 0.0631226 0.548521
2192 2 -3180.54 0.0570019 0.341504
2193 2 -3174.16 0.07726 0.653134
2194 2 -3148.74 0.0505041 0.570639
2195 2 -3165.91 0.0531311 0.285868
2196 2 -3174.36 0.0640292 0.703126
2197 2 -3176.7 0.0757917 0.698474
2198 2 -3172.99 0.0742233 0.0735712
2199 2 -3195.84 0.076169 0.172818
2200 2 -3207.34 0.0677509 0.23394
2201 2 -3179.52 0.0644951 1.09962
2202 2 -3137.64 0.0322223 0.234576
2203 2 -3104.03 0.0466142 0.406798
2204 2 -3126.29 0.0218195 0.328104
2205 2 -3098.67 0.0390924 0.117459
2206 2 -3118.16 0.0684912 0.118848
2207 2 -3144.7 0.0625405 0.578981
2208 2 -3138.02 0.0587148 0.49294
2209 2 -3124.2 0.0528362 0.297452
2210 2 -3095.93 0.0514208 0.390748
2211 2 -3126.25 0.0926256 0.0874394
2212 3 -3185.33 0.10363 0.290652
2213 3 -3204.27 0.128359 0.507803
2214 2 -3191.32 0.0943391 0.440981
2215 2 -3174.15 0.0812249 0.687493
2216 2 -3141.82 0.0510106 0.404176
2217 2 -3149.46 0.0708889 0.022087
2218 2 -3149.64 0.0436246 0.0778244
2219 2 -3130.89 0.0535902 0.385655
2220 2 -3094.98 0.0447097 0.0269006
2221 2 -3082.68 0.0366845 0.279463
2222 2 -3086.49 0.0366493 0.582837
2223 2 -3071.74 0.0374161 0.286949
2224 2 -3077.73 0.0281305 0.405282
2225 2 -3103.37 0.0323758 0.450937
2226 2 -3078.67 0.0340277 0.284948
2227 2 -3063.75 0.0168893 0.105461
2228 2 -3050.02 0.0322145 0.18555
2229 2 -3056.81 0.0211582 0.112985
2230 2 -3049.32 0.0279615 0.1338
2231 2 -3057.49 0.0349011 0.417932
2232 2 -3057.72 0.0232553 0.435002
2233 2 -3033.33 0.0261067 0.0778041
2234 2 -3019.67 0.0090081 0.222932
2235 2 -3006.97 0.0160055 0.442951
2236 2 -3017.66 0.0155987 0.205104
2237 2 -2982.26 0.0038826 0.246916
2238 2 -2990.22 0.00965755 0.0211577
2239 2 -3003.36 0.0112278 0.649331
2240 2 -3011.98 0.00796142 0.32289
2241 2 -3011.11 0.00978198 0.310864
2242 2 -3027.45 0.0226153 0.534914
2243 2 -3050.37 0.0263734 0.164881
2244 2 -3051.99 0.0268752 0.107386
2245 2 -3035.19 0.0259327 0.0807443
2246 2 -3060.08 0.0504328 0.235824
2247 2 -3076.18 0.0387918 0.49857
2248 2 -3076.98 0.0280762 0.40589
2249 2 -3069.05 0.0231224 0.703802
2250 2 -3072.5 0.0263185 0.71337
2251 2 -3062.97 0.0208225 0.731487
2252 2 -3029.8 0.0113574 0.169851
2253 2 -3023.89 0.0226784 0.106492
2254 2 -3022.52 0.0205583 0.519585
2255 2 -3004.87 0.00564361 0.231094
2256 2 -2999.99 0.00516753 0.484593
2257 2 -3008.36 0.00307445 0.0978166
2258 2 -3003.63 0.00416884 0.229959
2259 2 -3023.65 0.00879211 1.23996
2260 2 -3023.19 0.00792106 0.0679021
2261 2 -3040.04 0.0366997 0.196258
2262 2 -3040.83 0.0272588 0.37978
2263 2 -3048.83 0.0233266 0.437069
2264 2 -3053.27 0.0288456 0.2231
2265 2 -3046.13 0.0212633 0.727522
2266 2 -3044.59 0.0253112 0.32441
2267 2 -3074.52 0.019301 0.0493859
2268 2 -3079.16 0.0244928 0.294414
2269 2 -3055.98 0.0348295 0.462418
2270 2 -3039 0.0146018 0.298862
2271 2 -3031.63 0.0107651 0.411104
2272 2 -3033.17 0.0173692 0.391114
2273 2 -3032.36 0.0155348 0.575598
2274 2 -3032.31 0.0160673 0.365579
2275 2 -3020.07 0.00745449 0.368296
2276 2 -3018.74 0.0144385 0.177686
2277 2 -3007.63 0.00648471 0.225628
2278 2 -2982.28 0.000512375 0.187188
2279 2 -2985.92 0.0016176 0.987271
2280 2 -2984.8 0.00455461 0.042906
2281 2 -2994.17 0.0041479 0.272739
2282 2 -2996.88 0.00640047 0.500165
2283 2 -3007.28 0.0051617 0.334694
2284 2 -2998.48 0.00603713 0.415733
2285 2 -3021.05 0.0123599 0.714846
2286 2 -3014.92 0.0166495 0.38932
2287 2 -3024.56 0.0210651 0.162532
2288 2 -3049.51 0.0354248 0.239837
2289 2 -3077.93 0.0391864 0.126453
2290 2 -3048.45 0.0145737 0.211444
2291 2 -3013.04 0.0124099 0.0791903
2292 2 -3003.04 0.011524 0.139908
2293 2 -3021.06 0.0311338 0.15579
2294 2 -3084.06 0.0640755 0.0414749
2295 2 -3122.58 0.0684562 0.209992
2296 2 -3131.41 0.0775504 0.560097
2297 2 -3126.78 0.0713123 0.24898
2298 2 -3125.17 0.0724402 0.515296
2299 2 -3128.71 0.0587685 0.524947
2300 2 -3125.13 0.0678379 0.246417
2301 3 -3144.83 0.0544892 0.408285
2302 2 -3114.25 0.0442402 0.0845542
2303 2 -3131.57 0.0805017 0.409525
2304 2 -3149.41 0.0705854 0.175273
2305 2 -3146.99 0.0711068 0.189351
2306 2 -3135.67 0.0401005 0.179246
2307 2 -3137.87 0.0855606 0.551994
2308 2 -3096.07 0.0447235 0.358943
2309 2 -3074.93 0.0374137 0.871467
2310 2 -3059.16 0.036486 0.276444
2311 3 -3041.16 0.0190308 0.586548
2312 2 -3031.56 0.0104267 0.450202
2313 2 -3006.74 0.0072637 0.566481
2314 2 -3020.54 0.00619584 0.48691
2315 2 -3008.84 0.0192836 0.373064
2316 2 -3010.92 0.0108799 0.191122
2317 2 -3017.57 0.0250369 0.136248
2318 2 -3060.95 0.0466644 0.0668326
2319 2 -3087.35 0.0466249 0.214659
2320 2 -3078.94 0.040009 0.189798
2321 2 -3074.59 0.0323284 0.36426
2322 2 -3088.54 0.0326496 0.116597
2323 2 -3127.99 0.0740291 0.366692
2324 2 -3148.45 0.0609197 0.240491
2325 2 -3126.54 0.0554685 0.317436
2326 2 -3141.79 0.105949 0.635231
2327 2 -3169.84 0.107666 0.413163
2328 2 -3144.79 0.0873576 0.0475922
2329 2 -3153.45 0.0746509 0.607073
2330 2 -3173.43 0.082617 0.554279
2331 2 -3216.57 0.123758 0.183078
2332 2 -3244.64 0.161122 0.163346
2333 2 -3328.13 0.186303 0.617274
2334 2 -3298.88 0.176666 0.0911753
2335 2 -3325.33 0.186789 0.090384
2336 2 -3332.37 0.182436 0.157355
2337 2 -3327.21 0.169437 0.547361
2338 2 -3309.41 0.163569 0.14458
2339 2 -3275.3 0.148218 0.233592
2340 2 -3274.52 0.174963 0.226556
2341 2 -3281.9 0.193987 0.178781
2342 2 -3270.35 0.168218 0.161225
2343 2 -3236.94 0.135244 0.269632
2344 2 -3227.01 0.128605 0.0900184
2345 2 -3267.59 0.137886 0.503389
2346 2 -3279.6 0.143935 0.475312
2347 2 -3291.98 0.195914 0.364936
2348 2 -3339.8 0.22725 0.136541
2349 2 -3364.96 0.206726 0.178603
2350 2 -3338.4 0.199052 0.174601
2351 2 -3341.09 0.22617 0.271836
2352 2 -3396.37 0.251582 0.0875529
2353 2 -3361.05 0.179535 0.22636
2354 2 -3325.56 0.162659 0.0821563
2355 2 -3306.5 0.129471 0.61573
2356 2 -3247.86 0.124647 0.525078
2357 2 -3287.61 0.116891 1.07423
2358 2 -3298.35 0.136737 0.198884
2359 2 -3270.72 0.123216 0.524969
2360 2 -3268.68 0.144338 0.112975
2361 2 -3265.89 0.102709 0.105275
2362 2 -3205.18 0.0991016 0.108058
2363 2 -3153.7 0.0902741 0.136939
2364 2 -3207.72 0.100674 0.184186
2365 2 -3206.38 0.0883642 0.836308
2366 2 -3151.18 0.0874814 0.660581
2367 2 -3166.52 0.104048 0.312761
2368 2 -3170.36 0.096778 0.294354
2369 2 -3150.49 0.0434789 0.240205
2370 2 -3129.02 0.0676687 0.529637
2371 2 -3104.28 0.0650504 0.068492
2372 2 -3130.95 0.0708953 0.472442
2373 2 -3084.09 0.0508268 0.229672
2374 2 -3093.68 0.043165 0.00738338
2375 2 -3092.6 0.0362616 0.20928
2376 2 -3065.58 0.0189728 0.168605
2377 2 -3072.48 0.0257589 0.108438
2378 2 -3088.82 0.0353945 0.107333
2379 2 -3049.43 0.0152385 0.096278
2380 2 -3050.41 0.0120159 0.38617
2381 2 -3040.8 0.0399721 0.548795
2382 2 -3073.08 0.0486471 0.441014
2383 2 -3081.87 0.0447799 0.132522
2384 2 -3099.32 0.072853 0.048056
2385 2 -3157.02 0.0949965 0.070195
2386 2 -3164.47 0.0760388 0.0561591
2387 2 -3121.83 0.0573093 0.136776
2388 2 -3133.53 0.0650726 0.110055
2389 2 -3101.9 0.0474566 0.386422
2390 2 -3129.98 0.0527446 0.147953
2391 2 -3123.85 0.0665245 0.147105
2392 2 -3127.34 0.0755887 0.28812
2393 2 -3129.21 0.0760992 0.160883
2394 2 -3145.11 0.0829823 0.246475
2395 3 -3157.35 0.0851282 0.127008
2396 3 -3148.83 0.0545914 0.607386
2397 3 -3124.16 0.0542469 0.897033
2398 3 -3120.87 0.0427361 0.405764
2399 2 -3100.24 0.0487043 0.43395
2400 2 -3091.33 0.0420808 0.433718
2401 2 -3091.82 0.0281241 0.614885
2402 2 -3090.66 0.0254622 0.547333
2403 2 -3055.66 0.0223071 0.580521
2404 2 -3064.11 0.0324683 0.479465
2405 2 -3073.08 0.0319013 0.743864
2406 2 -3033.51 0.0109886 0.78901
2407 2 -3002.84 0.00561991 0.11443
2408 2 -3015.16 0.00888095 0.112322
2409 2 -3020.08 0.0133473 0.267856
2410 2 -3032.35 0.0179146 0.359363
2411 2 -3046.56 0.0173883 0.0717717
2412 2 -3029.99 0.011296 0.11379
2413 2 -3021.15 0.0191081 0.193925
2414 2 -3037.42 0.0309644 0.383248
2415 2 -3078.92 0.0487823 0.344953
2416 2 -3112.57 0.0460853 0.13324
2417 2 -3083.02 0.0475532 0.433
2418 2 -3103.09 0.0694464 0.673854
2419 2 -3117.88 0.0459748 0.274298
2420 2 -3081.39 0.04718 0.0599204
2421 2 -3085.07 0.0365399 0.325309
2422 2 -3101.17 0.0407738 0.0576182
2423 2 -3053.58 0.0219425 0.018006
2424 2 -3032.34 0.0119131 0.282971
2425 2 -3009.37 0.0110339 0.141649
2426 2 -3032.08 0.0169098 0.218484
2427 2 -3044.99 0.0195278 0.250978
2428 2 -3053.46 0.0323008 0.218894
2429 2 -3044.53 0.0166803 0.0928112
2430 2 -3022.85 0.018521 0.121761
2431 2 -3030.75 0.0282181 0.655519
2432 2 -3063.66 0.0272128 0.237728
2433 2 -3047.54 0.026717 0.121401
2434 2 -3052.13 0.0139255 0.511272
2435 2 -3024.93 0.018175 0.25931
2436 2 -3014.4 0.00548826 0.36083
2437 2 -3015.85 0.00925561 0.305543
2438 2 -2997.03 0.00210663 0.417686
2439 2 -2989.72 0.00998774 0.718016
2440 2 -2996.43 0.00758877 0.35993
2441 2 -3001.47 0.0264263 0.315918
2442 2 -3025 0.0129423 0.184983
2443 2 -3006.03 0.0103912 0.180134
2444 2 -3009.55 0.00795855 0.19102
2445 2 -2992.55 0.00177291 0.160984
2446 2 -2994.48 0.00205121 0.130575
2447 2 -2992.29 0.00286318 0.126758
2448 2 -2994.26 0.00901559 0.309776
2449 2 -3015.41 0.0133193 0.362825
2450 2 -3024.54 0.0122759 0.446668
2451 2 -3008.3 0.0063905 0.335029
2452 2 -3016.14 0.0041583 0.693952
2453 2 -3005.29 0.0170293 0.36429
2454 2 -3007.81 0.0172493 0.315083
2455 2 -3019.04 0.0180742 0.19519
2456 2 -3017.6 0.0224685 0.125077
2457 2 -3025.63 0.0216257 0.180053
2458 2 -3021.52 0.0099424 0.172813
2459 2 -2997.66 0.0156409 0.359181
2460 2 -2998.45 0.0032451 0.278508
2461 2 -3003.28 0.00604447 0.132943
2462 2 -3003.99 0.00828012 0.174095
2463 2 -2993.96 0.00299488 0.171468
2464 2 -2996.26 0.00727722 0.11988
2465 2 -2981.3 0.00114155 0.294753
2466 2 -2975.43 0.00232969 0.2138
2467 2 -2974.84 0.00108259 0.225773
2468 2 -2975.21 0.00170164 0.255973
2469 2 -2985.22 0.00846526 0.156638
2470 3 -3025.44 0.0105809 0.231755
2471 3 -3033.54 0.0121149 0.177485
2472 3 -3027.83 0.0142644 0.156122
2473 3 -3004.85 0.00955503 0.438043
2474 3 -3003.54 0.0155206 0.286486
2475 2 -3007.97 0.0178032 0.187668
2476 2 -3018.24 0.0159025 0.398281
2477 2 -2997.01 0.0160586 0.351681
2478 2 -2988 0.0116665 0.132713
2479 2 -2986.62 0.00332801 0.319503
2480 2 -2975.93 0.00244851 0.375201
2481 2 -2976.49 0.00299706 0.454159
2482 2 -2992.77 0.00713713 0.0799712
2483 2 -3001.45 0.00947298 0.158152
2484 2 -3001.51 0.0138333 0.36735
2485 2 -3017.13 0.0202519 0.48705
2486 2 -3025.5 0.0200269 0.161796
2487 2 -3027.37 0.012934 0.0818087
2488 2 -2989.91 0.00566322 1.05783
2489 2 -3001.53 0.00525968 0.275595
2490 2 -2990.16 0.00210238 0.121391
2491 2 -2988.81 0.00208289 0.733131
2492 2 -2988.61 0.000920148 0.0953149
2493 2 -2986.89 0.00639367 0.0737535
2494 2 -2992.46 0.00927463 0.214805
2495 2 -2999.39 0.0129061 0.092332
2496 2 -3033.14 0.0192677 0.330733
2497 2 -3016.98 0.00783418 0.0846306
2498 2 -3013.71 0.0145198 0.305244
2499 2 -3017.17 0.015778 0.0704244
2500 2 -3044.51 0.0241622 0.177197
2501 2 -3046.66 0.0234743 0.114984
2502 2 -3043.48 0.013523 0.163439
2503 2 -3032.63 0.0194271 0.246837
2504 2 -3047.12 0.0255106 0.120859
2505 2 -3051.2 0.0159786 0.132719
2506 2 -3048.31 0.0269771 0.240349
2507 2 -3078.9 0.0326788 0.211147
2508 2 -3098.76 0.0717502 0.215649
2509 2 -3104.19 0.0467851 0.570442
2510 2 -3069.89 0.0482054 0.43821
2511 2 -3056.23 0.0233742 0.664401
2512 2 -3073.41 0.0435313 0.147637
2513 2 -3091.04 0.0472389 0.222863
2514 2 -3106.67 0.0470839 0.766114
2515 2 -3084.28 0.0445802 0.213316
2516 2 -3052.42 0.0234012 0.362633
2517 2 -3029.13 0.0136687 0.329864
2518 2 -3028.5 0.0130292 0.0943183
2519 2 -3029.47 0.0164471 0.435382
2520 2 -3019.35 0.0203474 0.32056
2521 2 -3031.7 0.0207683 0.498806
2522 2 -3043.29 0.0244555 0.176654
2523 2 -3059.99 0.0290955 0.549943
2524 2 -3031.29 0.0146361 0.638914
2525 2 -3044.65 0.0303222 0.31024
2526 2 -3021.89 0.017314 0.172514
2527 2 -3014.52 0.0133743 0.101211
2528 2 -3043 0.0177543 0.324061
2529 2 -3044.86 0.0196776 0.248653
2530 2 -3045.08 0.0216675 0.0632797
2531 2 -3045.12 0.0288783 0.33454
2532 2 -3037.67 0.0245263 0.161114
2533 2 -3036.24 0.0223529 0.31715
2534 2 -3061.85 0.0289228 0.170215
2535 2 -3064.9 0.0197391 0.591797
2536 2 -3047.45 0.0323696 0.888101
2537 2 -3043.84 0.0310647 0.365873
2538 2 -3047.49 0.0286529 0.54519
2539 3 -3071.76 0.0467971 0.276279
2540 3 -3074.98 0.0544959 0.15697
2541 3 -3091.05 0.0441279 0.949032
2542 3 -3080.76 0.0446496 0.17871
2543 3 -3073.85 0.0242037 0.411713
2544 2 -3042.15 0.0188135 0.201708
2545 2 -3028.77 0.0133087 0.441116
2546 2 -2999.9 0.00968681 0.169162
2547 2 -3001.18 0.0152613 0.429729
2548 2 -2996.82 0.00474882 0.0878978
2549 2 -2988.53 0.00251948 0.0714518
2550 2 -2990.62 0.000258144 0.175822
2551 2 -2990.16 0.000721851 0.100599
2552 2 -2982.82 0.00342034 0.290478
2553 2 -2976.73 0.00403009 0.382645
2554 2 -2981.42 0.00333534 0.334291
2555 2 -2976.86 0.00500673 0.272319
2556 2 -2982.04 0.0049712 0.398222
2557 2 -2974.54 0.000603417 0.14627
2558 2 -2976.74 0.00173368 0.663879
2559 2 -2977.16 0.00534468 0.320843
2560 2 -2976.34 0.000518685 0.708173
2561 2 -2983.07 0.00933438 0.124525
2562 2 -2987.77 0.00470468 0.610834
2563 2 -2976.88 0.00300649 0.550398
2564 2 -2974.33 0.000194421 0.157565
2565 2 -2975.59 0.00251536 0.251918
2566 2 -2981.68 0.00318266 0.3842
2567 2 -2981.29 0.00227623 0.304254
2568 2 -2981.17 0.0017731 0.284153
2569 2 -2990.18 0.00433963 0.257994
2570 2 -2994.69 0.00536006 0.203931
2571 2 -2999.39 0.00929833 0.216972
2572 2 -3003.09 0.00423131 0.279703
2573 2 -3002.9 0.0105734 0.0325972
2574 2 -3008.45 0.0137862 0.301488
2575 2 -3021.68 0.0099032 0.239814
2576 2 -3026.49 0.0251308 0.387161
2577 2 -3061.87 0.031302 0.387501
2578 2 -3084.19 0.0319914 0.162896
2579 2 -3060.34 0.0266328 0.376265
2580 2 -3069.9 0.0342691 0.131046
2581 2 -3112.96 0.0526986 0.199369
2582 2 -3123.43 0.040482 0.15026
2583 2 -3112.83 0.0389441 0.44972
2584 2 -3081.85 0.0406816 0.674624
2585 2 -3107.84 0.0371011 0.141431
2586 2 -3106.65 0.0730394 0.0321619
2587 2 -3087.33 0.0504505 0.435282
2588 2 -3093.62 0.0420562 0.0378359
2589 2 -3073.43 0.0320576 0.407791
2590 2 -3086.01 0.0308634 0.169036
2591 2 -3085.52 0.0258828 0.390736
2592 2 -3055.18 0.028486 0.18439
2593 2 -3091.13 0.0486479 0.307031
2594 2 -3115.76 0.0407514 0.15346
2595 2 -3092.57 0.0317267 0.236987
2596 3 -3087.55 0.0366951 0.676271
2597 3 -3079.9 0.0464712 0.439924
2598 2 -3057.18 0.0232249 0.300079
2599 2 -3053.13 0.0248918 0.151988
2600 2 -3050.06 0.0386553 0.990177
2601 2 -3043.75 0.012161 0.0759394
2602 2 -3027.96 0.0166572 0.169673
2603 2 -3050.62 0.0318081 1.03787
2604 2 -3073.12 0.0220425 0.397198
2605 2 -3070.78 0.0423136 0.713132
2606 2 -3086.6 0.0318364 0.438754
2607 2 -3083 0.0331709 0.345022
2608 2 -3099.58 0.043906 0.745645
2609 2 -3138.31 0.0581534 0.0917417
2610 2 -3153.63 0.0792968 0.129502
2611 2 -3196.3 0.0879147 0.100536
2612 2 -3182.57 0.10544 0.197584
2613 2 -3200.13 0.0971549 0.295998
2614 2 -3168.89 0.0976268 0.224868
2615 2 -3188.42 0.0834284 0.158972
2616 2 -3135.45 0.0586135 0.403425
2617 2 -3102.82 0.0319282 0.595984
2618 2 -3081.99 0.0514487 0.201839
2619 2 -3110.85 0.073379 0.124113
2620 2 -3100.64 0.0713121 0.111665
2621 2 -3126.62 0.0585688 0.0814657
2622 2 -3103.17 0.0663958 0.325886
2623 2 -3141.2 0.0629211 0.170323
2624 2 -3181.13 0.0823847 0.222078
2625 2 -3145.72 0.0840097 0.319474
2626 2 -3114.39 0.052471 0.577943
2627 2 -3055.13 0.0181308 0.142966
2628 2 -3034.91 0.0130673 0.61609
2629 2 -3019.7 0.00934768 0.14383
2630 2 -2983.57 0.00328751 0.139631
2631 2 -2989.18 0.00549199 0.0961465
2632 2 -2995.75 0.00433558 0.689725
2633 2 -3000.32 0.0129769 0.290173
2634 2 -3000.48 0.00468221 0.329405
2635 2 -3003.07 0.00335368 0.805993
2636 2 -3005.01 0.00710601 0.275984
2637 2 -3005.58 0.0100801 0.189142
2638 2 -2995.55 0.00837596 0.299963
2639 2 -2994.8 0.0110625 0.18264
2640 2 -3001.81 0.00538941 0.248008
2641 2 -2992.05 0.00621579 0.853678
2642 2 -2991.71 0.00163553 0.273571
2643 2 -2996.45 0.00646247 0.18221
2644 2 -3009.14 0.0176696 0.689996
2645 2 -3037.62 0.0221494 0.171203
2646 2 -3015.25 0.0137719 0.170281
2647 2 -3008.77 0.0107067 0.705554
2648 2 -3007.54 0.00817118 0.286177
2649 2 -3018.09 0.00383116 1.01396
2650 2 -3017.16 0.00875414 0.249371
2651 2 -3030.09 0.0187794 0.401867
2652 2 -3024.5 0.0199735 0.41376
2653 2 -3046.58 0.0111985 0.114678
2654 2 -3015.96 0.012679 0.221084
2655 2 -3038.63 0.0265246 0.471798
2656 2 -3041.09 0.027202 0.450083
2657 2 -3067.79 0.0303368 0.342379
2658 2 -3039.17 0.0321713 0.466349
2659 2 -3067.1 0.0218967 0.306262
2660 2 -3042.34 0.00869535 0.306688
2661 2 -3055.22 0.0130951 0.504794
2662 2 -3033.19 0.0134179 0.219351
2663 2 -3046.76 0.0173519 0.304272
2664 2 -3038.81 0.0203775 0.134492
2665 2 -3049.25 0.0263081 0.558615
2666 2 -3042.89 0.0134365 1.98236
2667 2 -3068.19 0.0423409 0.273116
2668 2 -3086.86 0.0280817 0.158117
2669 2 -3071.46 0.029668 0.487804
2670 2 -3065.3 0.0250057 0.262156
2671 2 -3082.09 0.0247917 0.096131
2672 2 -3051.78 0.00933015 0.27101
2673 2 -3047.29 0.0142083 0.353768
2674 2 -3069.22 0.0204834 0.107825
2675 2 -3070.39 0.0444463 0.0565868
2676 2 -3079.92 0.035223 0.230598
2677 2 -3047.29 0.0253295 0.224452
2678 2 -3037.24 0.0193823 0.223957
2679 2 -3042.87 0.0241434 0.100326
2680 2 -3021.45 0.0145754 0.0787574
2681 2 -3047.49 0.0269669 0.170702
2682 2 -3037.04 0.013944 0.177614
2683 2 -3026.94 0.0183965 0.156542
2684 2 -3018.15 0.0248504 0.449656
2685 2 -3028.89 0.023576 0.210489
2686 2 -3037.2 0.0199 0.906524
2687 2 -3037.03 0.0176197 0.289459
2688 2 -3053.01 0.0237734 0.168389
2689 2 -3067.05 0.0142088 0.115104
2690 2 -3039.56 0.0237817 0.0349865
2691 2 -3044.59 0.0171899 0.0488991
2692 2 -3031.48 0.012267 0.628313
2693 2 -3028.25 0.00402556 0.178932
2694 2 -3022.12 0.0152543 0.257894
2695 2 -3025.92 0.0161943 0.47879
2696 2 -3011.01 0.0166163 0.116602
2697 2 -3036.16 0.0325034 0.193325
2698 2 -3050.8 0.041913 0.139866
2699 2 -3062.4 0.0447272 0.371935
2700 2 -3078.25 0.0389014 0.12987
2701 2 -3091.93 0.0461637 0.433224
2702 2 -3098.99 0.0465028 0.255056
2703 2 -3107.74 0.0489819 0.623008
2704 2 -3085.91 0.0307664 0.0268967
2705 2 -3092.63 0.0553687 0.0327933
2706 2 -3099.54 0.0541739 0.300295
2707 2 -3110.49 0.0482826 0.202434
2708 2 -3129.75 0.0590259 0.239934
2709 2 -3136.74 0.0640088 0.211738
2710 2 -3074.87 0.0551957 0.071442
2711 2 -3093.32 0.0526569 0.23932
2712 2 -3100.4 0.0363667 0.0512069
2713 2 -3090.49 0.053066 0.091872
2714 2 -3107.86 0.0442869 0.699937
2715 2 -3108.49 0.0329025 0.148556
2716 2 -3083.01 0.0266311 0.887651
2717 2 -3082.03 0.0479288 0.067887
2718 2 -3110.64 0.0527551 0.155195
2719 2 -3078.5 0.0403113 0.16423
2720 2 -3081.79 0.0402474 0.21713
2721 2 -3064.81 0.0224083 0.0832011
2722 2 -3050.71 0.0283783 0.599776
2723 2 -3028.1 0.0231106 0.317596
2724 2 -3037.61 0.0215256 0.020509
2725 2 -3056.34 0.0274565 0.016535
2726 2 -3047.41 0.0144757 0.445552
2727 2 -3026.91 0.0190622 0.192833
2728 2 -3046.92 0.0131771 0.753175
2729 2 -3038.73 0.00815687 0.0821068
2730 2 -3029.86 0.00656492 0.155079
2731 2 -3027.6 0.0104769 0.179705
2732 2 -3018.06 0.00986643 0.125607
2733 2 -3038.67 0.0100703 0.0864547
2734 2 -3035.36 0.0181416 0.0543921
2735 2 -3035.19 0.0164365 0.0758578
2736 2 -3045 0.0222581 0.287459
2737 2 -3057.34 0.0307507 0.314511
2738 2 -3051 0.0204143 0.0190032
2739 2 -3016.34 0.0140244 0.326926
2740 2 -3025.08 0.013448 0.202687
2741 2 -3026.59 0.0164506 0.129228
2742 2 -3003.21 0.0135045 0.378912
2743 2 -2997.55 0.00710387 0.46469
2744 2 -2996.43 0.00479608 0.0451048
2745 3 -3008.93 0.00461192 0.237454
2746 2 -3009.34 0.0127987 0.278642
2747 2 -3005.69 0.00904202 0.0549337
2748 2 -3022.59 0.0198857 1.10252
2749 2 -3016.18 0.00625316 0.387528
2750 2 -3001.07 0.0115694 0.110368
2751 2 -3001.23 0.00674819 0.233518
2752 2 -2992.62 0.014283 0.435884
2753 2 -3020.58 0.0137879 0.989581
2754 2 -3036.56 0.0155767 0.238772
2755 2 -3046.19 0.0164137 0.399222
2756 2 -3021.66 0.0111343 0.0661456
2757 2 -3009.96 0.00517035 0.0780091
2758 2 -3010.85 0.0181439 0.121127
2759 2 -3065 0.0728691 0.113938
2760 2 -3102.82 0.0414852 0.3711
2761 2 -3080.53 0.0371989 0.22889
2762 2 -3067.45 0.0294329 0.08137
2763 2 -3053.37 0.0122088 0.0982464
2764 2 -3064.08 0.0207132 1.09273
2765 2 -3048 0.0341473 0.308248
2766 2 -3048.63 0.021704 0.259712
2767 2 -3039.05 0.0216159 0.411603
2768 2 -3032.87 0.00977628 0.43635
2769 2 -3003.34 0.0093631 0.483504
2770 2 -3030.09 0.0186258 0.0610699
2771 2 -3022.46 0.00904481 0.22497
2772 2 -3030.74 0.01689 0.35882
2773 2 -3043.52 0.0194418 0.138069
2774 2 -3025.53 0.0212462 0.0192544
2775 2 -3066.4 0.0260441 0.716328
2776 2 -3059.8 0.0241988 0.777291
2777 2 -3077.09 0.0131491 0.307721
2778 2 -3036.7 0.0244575 0.547804
2779 3 -3060.97 0.0131188 0.564805
2780 2 -3049.04 0.0207843 0.521898
2781 2 -3058.57 0.0159104 0.509906
2782 2 -3034.63 0.0168388 0.725432
2783 2 -3034.67 0.0104156 0.190138
2784 2 -3034.83 0.029571 0.233443
2785 2 -3044.58 0.0461088 0.365625
2786 2 -3066.98 0.0451145 0.278189
2787 2 -3081.97 0.0355089 0.336303
2788 2 -3065.05 0.0308892 0.0426771
2789 2 -3095.56 0.0367537 0.0816771
2790 2 -3067.96 0.0247261 0.204085
2791 2 -3099.41 0.0355736 0.688295
2792 2 -3097.85 0.0528622 0.0768786
2793 2 -3124.13 0.0508469 0.352474
2794 2 -3099.94 0.0341376 0.0369483
2795 2 -3112.31 0.0410045 0.295178
2796 2 -3125.41 0.0722329 0.252747
2797 2 -3124.76 0.0442327 0.768179
